1,14,7,404862,2014-05-22,SPHERE ONE AVIATION,26.8,171.25
2,8,5,100109,2014-05-22,AIRMOTIVE SERVICE,28.4,161.65
3,1,26,3230,2013-01-02,Utah Jet Center,26.6,123.16
4,15,26,3230,2013-01-02,Utah Jet Center,27.1,125.47
5,12,26,14-101286,2014-05-22,Leading Edge Aviation Logan,21.9,115.85
6,8,26,14-101286,2014-05-22,Leading Edge Aviation Logan,26.3,115.85
7,12,26,14-101286,2014-05-22,Leading Edge Aviation Logan,13.8,73
8,14,26,14-101286,2014-05-22,Leading Edge Aviation Logan,24.2,128.02
9,6,26,14-101286,2014-05-22,Leading Edge Aviation Logan,17.3,91.52
10,7,26,14-101286,2014-05-22,Leading Edge Aviation Logan,16.7,88.34
11,10,26,14-101286,2014-05-22,Leading Edge Aviation Logan,26,137.54
12,5,26,14-101286,2014-05-22,Leading Edge Aviation Logan,19.9,105.27
13,15,26,14-101286,2014-05-22,Leading Edge Aviation Logan,13.6,71.94
14,3,26,14-101286,2014-05-22,Leading Edge Aviation Logan,20.2,106.86
15,12,26,14-101286,2014-05-22,Leading Edge Aviation Logan,19.9,105.27
16,3,26,14-101286,2014-05-22,Leading Edge Aviation Logan,10.6,56.07
17,14,26,14-101286,2014-05-22,Leading Edge Aviation Logan,22.5,119.02
18,9,26,14-101286,2014-05-22,Leading Edge Aviation Logan,9.1,48.14
19,6,26,14-101286,2014-05-22,Leading Edge Aviation Logan,1,5.29
20,9,26,14-101286,2014-05-22,Leading Edge Aviation Logan,20.9,110.56
21,10,26,14-101227,2014-05-21,Leading Edge Aviation Logan,19.7,104.21
22,2,26,14-101227,2014-05-21,Leading Edge Aviation Logan,31,133.92
23,15,26,14-101227,2014-05-21,Leading Edge Aviation Logan,22.4,118.5
24,9,26,14-101227,2014-05-21,Leading Edge Aviation Logan,26,137.54
25,13,26,14-101227,2014-05-21,Leading Edge Aviation Logan,23.5,124.32
26,3,26,14-101227,2014-05-21,Leading Edge Aviation Logan,15.4,81.47
27,8,26,14-101227,2014-05-21,Leading Edge Aviation Logan,28,148.12
28,12,26,14-101227,2014-05-21,Leading Edge Aviation Logan,13.5,71.42
29,10,26,14-101227,2014-05-21,Leading Edge Aviation Logan,19,100.51
30,15,26,14-101227,2014-05-21,Leading Edge Aviation Logan,13.7,72.47
31,2,26,14-101227,2014-05-21,Leading Edge Aviation Logan,13,56.16
32,10,26,14-101227,2014-05-21,Leading Edge Aviation Logan,14.7,77.76
33,12,26,14-101227,2014-05-21,Leading Edge Aviation Logan,19.1,101.04
34,10,26,14-101159,2014-05-20,Leading Edge Aviation Logan,26.5,140.18
35,5,26,14-101159,2014-05-20,Leading Edge Aviation Logan,18.3,96.81
36,11,26,14-101159,2014-05-20,Leading Edge Aviation Logan,19.5,103.16
37,15,26,14-101159,2014-05-20,Leading Edge Aviation Logan,19,100.51
38,12,26,14-101159,2014-05-20,Leading Edge Aviation Logan,15.1,79.88
39,10,26,14-101159,2014-05-20,Leading Edge Aviation Logan,6.4,33.86
40,12,26,14-101159,2014-05-20,Leading Edge Aviation Logan,17.2,90.99
41,9,26,14-101159,2014-05-20,Leading Edge Aviation Logan,14.3,75.65
42,11,26,14-101159,2014-05-20,Leading Edge Aviation Logan,6.3,33.33
43,13,26,14-101159,2014-05-20,Leading Edge Aviation Logan,22.7,120.08
44,15,26,14-101159,2014-05-20,Leading Edge Aviation Logan,28.3,149.71
45,14,26,14-100837,2014-05-19,Leading Edge Aviation,7.9,41.79
46,11,26,14-101113,2014-05-19,Leading Edge Aviation Logan,16.1,85.17
47,10,26,14-101113,2014-05-19,Leading Edge Aviation Logan,19.8,104.74
48,10,26,14-101113,2014-05-19,Leading Edge Aviation Logan,15.2,80.41
49,9,26,14-101113,2014-05-19,Leading Edge Aviation Logan,14.6,77.23
50,8,26,14-101113,2014-05-19,Leading Edge Aviation Logan,20.4,107.92
51,5,26,14-101113,2014-05-19,Leading Edge Aviation Logan,8.2,43.38
52,15,26,14-101113,2014-05-19,Leading Edge Aviation Logan,26.8,141.77
53,11,26,14-101113,2014-05-19,Leading Edge Aviation Logan,21.3,112.68
54,8,26,14-101084,2014-05-18,Leading Edge Aviation,19,100.51
55,3,26,14-101084,2014-05-18,Leading Edge Aviation,22,116.38
56,15,26,14-101084,2014-05-18,Leading Edge Aviation,16.2,85.7
57,8,26,3230,2013-01-03,Utah Jet Center,13.8,65.55
58,10,26,14-100969,2014-05-17,Leading Edge Aviation,7.4,39.15
59,1,26,3230,2013-01-03,Utah Jet Center,16.9,80.28
60,8,26,14-100969,2014-05-17,Leading Edge Aviation,16,84.64
61,13,26,14-100969,2014-05-17,Leading Edge Aviation,6.5,34.38
62,8,26,14-100969,2014-05-17,Leading Edge Aviation,17.5,92.58
63,9,26,14-100969,2014-05-17,Leading Edge Aviation,6.7,35.44
64,10,26,14-100969,2014-05-17,Leading Edge Aviation,22.3,117.97
65,5,26,14-100969,2014-05-17,Leading Edge Aviation,18.4,97.34
66,11,26,14-100969,2014-05-17,Leading Edge Aviation,9.1,48.14
67,8,26,14-100969,2014-05-17,Leading Edge Aviation,22.8,120.61
68,11,26,3230,2013-01-03,Utah Jet Center,13,60.19
69,14,26,14-100902,2014-05-16,Leading Edge Aviation,5.9,31.21
70,10,26,14-100902,2014-05-16,Leading Edge Aviation,27.9,147.59
71,12,26,14-100902,2014-05-16,Leading Edge Aviation,18.8,99.45
72,11,26,14-100902,2014-05-16,Leading Edge Aviation,22.1,116.91
73,5,26,14-100902,2014-05-16,Leading Edge Aviation,23.8,125.9
74,13,26,14-100902,2014-05-16,Leading Edge Aviation,19.9,105.27
75,11,26,14-100902,2014-05-16,Leading Edge Aviation,17,89.93
76,15,26,14-100902,2014-05-16,Leading Edge Aviation,23,121.67
77,14,26,14-100902,2014-05-16,Leading Edge Aviation,11.3,59.78
78,10,26,14-100902,2014-05-16,Leading Edge Aviation,8.3,43.91
79,11,26,14-100902,2014-05-16,Leading Edge Aviation,17,89.93
80,9,26,14-100902,2014-05-16,Leading Edge Aviation,14.9,78.82
81,12,26,14-100902,2014-05-16,Leading Edge Aviation,19.4,102.63
82,15,26,14-100902,2014-05-16,Leading Edge Aviation,22.2,117.44
83,9,45,SLC-089736,2014-05-16,TAC AIR-Salt Lake City,6.8,40.53
84,11,41,PVU-016395,2014-05-15,TAC AIR - Provo,18.7,121.55
85,8,47,2759,2013-01-03,Above View Jet Center,20.7,123.99
86,12,26,14-100837,2014-05-15,Leading Edge Aviation,19.2,101.57
87,11,26,14-100837,2014-05-15,Leading Edge Aviation,10.1,53.43
88,15,26,14-100837,2014-05-15,Leading Edge Aviation,20.1,106.33
89,7,26,14-100837,2014-05-15,Leading Edge Aviation,10.2,53.96
90,16,26,14-100837,2014-05-15,Leading Edge Aviation,11.3,59.78
91,10,26,14-100837,2014-05-15,Leading Edge Aviation,20.6,108.97
92,13,26,14-100837,2014-05-15,Leading Edge Aviation,20.6,108.97
93,7,26,14-100837,2014-05-15,Leading Edge Aviation,17,89.93
94,3,26,14-100837,2014-05-15,Leading Edge Aviation,23.8,125.9
95,5,26,14-100837,2014-05-15,Leading Edge Aviation,15.1,79.88
96,10,26,14-100837,2014-05-15,Leading Edge Aviation,12.8,67.71
97,12,26,14-100837,2014-05-15,Leading Edge Aviation,25.2,133.31
98,14,26,14-100837,2014-05-15,Leading Edge Aviation,14.6,77.23
99,11,26,14-100837,2014-05-15,Leading Edge Aviation,19.3,102.1
100,13,26,14-100837,2014-05-15,Leading Edge Aviation,7.1,37.56
101,9,26,14-100837,2014-05-15,Leading Edge Aviation,16.7,88.34
102,11,41,PVU-016389,2014-05-13,TAC AIR - Provo,18.7,117.92
103,7,26,14-100603,2014-05-11,Leading Edge Aviation,25.3,133.84
104,8,26,14-100444,2014-05-10,Leading Edge Aviation,27.6,146
105,4,26,14-100532,2014-05-09,Leading Edge Aviation,51,220.32
106,11,26,14-100444,2014-05-08,Leading Edge Aviation,14,74.06
107,12,26,14-100444,2014-05-08,Leading Edge Aviation,16.6,87.81
108,14,26,14-100444,2014-05-08,Leading Edge Aviation,15.5,82
109,3,26,14-100444,2014-05-08,Leading Edge Aviation,20.9,110.56
110,5,26,14-100444,2014-05-08,Leading Edge Aviation,27,142.83
111,15,26,14-100444,2014-05-08,Leading Edge Aviation,24.8,131.19
112,11,26,14-100444,2014-05-08,Leading Edge Aviation,9.3,49.2
113,8,26,14-100444,2014-05-08,Leading Edge Aviation,12.6,66.65
114,2,26,14-100444,2014-05-08,Leading Edge Aviation,28,120.96
115,7,26,14-100444,2014-05-08,Leading Edge Aviation,18.5,97.86
116,12,26,14-100387,2014-05-07,Leading Edge Aviation,18.5,97.68
117,3,26,14-100387,2014-05-07,Leading Edge Aviation,17.1,90.29
118,15,26,14-100387,2014-05-07,Leading Edge Aviation,19.2,101.38
119,2,26,14-100387,2014-05-07,Leading Edge Aviation,20,86.4
120,15,26,14-100357,2014-05-06,Leading Edge Aviation,25.6,135.17
121,11,26,14-100357,2014-05-06,Leading Edge Aviation,11.8,62.3
122,14,26,14-100357,2014-05-06,Leading Edge Aviation,13.6,71.81
123,2,26,14-100357,2014-05-06,Leading Edge Aviation,23,99.36
124,8,26,14-100357,2014-05-06,Leading Edge Aviation,15.8,83.42
125,8,26,14-100294,2014-05-05,Leading Edge Aviation,30.9,163.15
126,14,26,14-100294,2014-05-05,Leading Edge Aviation,14.5,76.56
127,15,26,14-100294,2014-05-05,Leading Edge Aviation,14.5,76.56
128,2,26,14-100294,2014-05-05,Leading Edge Aviation,35,151.2
129,8,26,14-100294,2014-05-05,Leading Edge Aviation,18.3,96.62
130,14,26,14-100294,2014-05-05,Leading Edge Aviation,16.2,85.54
131,11,26,14-100294,2014-05-05,Leading Edge Aviation,11.8,62.3
132,3,26,14-100294,2014-05-05,Leading Edge Aviation,23.2,122.5
133,15,26,14-100294,2014-05-05,Leading Edge Aviation,23.1,121.97
134,3,26,14-100294,2014-05-05,Leading Edge Aviation,11.4,60.19
135,8,26,14-100294,2014-05-05,Leading Edge Aviation,16.3,86.06
136,14,45,SLC-088397,2014-05-04,TAC AIR - Salt Lake City,10.2,60.49
137,14,45,SLC-088394,2014-05-03,TAC AIR - Salt Lake City,18.6,110.3
138,6,7,40398,2014-05-01,Sphere One,19,117.61
139,3,26,3230,2013-01-03,Utah Jet Center,26.9,124.55
140,15,26,3230,2013-01-04,Utah Jet Center,20.9,96.77
141,9,26,14-099728,2014-04-25,Leading Edge Aviation,26.7,140.98
142,11,26,14-099728,2014-04-25,Leading Edge Aviation,14.7,77.62
143,14,26,14-099728,2014-04-25,Leading Edge Aviation,6.6,34.85
144,6,26,14-099728,2014-04-25,Leading Edge Aviation,16.8,88.7
145,7,26,14-099728,2014-04-25,Leading Edge Aviation,16.4,86.59
146,3,26,14-099728,2014-04-25,Leading Edge Aviation,23,121.44
147,6,36,100063,2014-04-24,Ogden Mountain Valley,26.3,159.12
148,11,26,14-099673,2014-04-24,Leading Edge Aviation,19,100.32
149,9,26,14-099673,2014-04-24,Leading Edge Aviation,19.7,104.02
150,6,26,14-099673,2014-04-24,Leading Edge Aviation,21,110.88
151,14,26,14-099673,2014-04-24,Leading Edge Aviation,17,89.76
152,15,26,14-099673,2014-04-24,Leading Edge Aviation,23.4,123.55
153,3,26,14-099673,2014-04-24,Leading Edge Aviation,25.6,135.17
154,2,26,14-099673,2014-04-24,Leading Edge Aviation,28,117.04
155,15,26,14-099673,2014-04-24,Leading Edge Aviation,18.9,99.79
156,11,26,14-099673,2014-04-24,Leading Edge Aviation,18.9,99.79
157,7,26,14-099673,2014-04-24,Leading Edge Aviation,17.2,90.82
158,10,26,14-099673,2014-04-24,Leading Edge Aviation,18.5,97.68
159,2,26,14-099673,2014-04-24,Leading Edge Aviation,13,54.34
160,8,26,14-099673,2014-04-24,Leading Edge Aviation,20.5,108.24
161,7,26,14-099673,2014-04-24,Leading Edge Aviation,24,126.72
162,14,26,14-099617,2014-04-23,Leading Edge Aviation,21.8,113.14
163,7,26,14-099617,2014-04-23,Leading Edge Aviation,12.2,63.32
164,15,26,14-099617,2014-04-23,Leading Edge Aviation,13,67.47
165,3,26,14-099617,2014-04-23,Leading Edge Aviation,18.2,94.46
166,16,26,14-099617,2014-04-23,Leading Edge Aviation,16.3,84.6
167,3,26,14-099617,2014-04-23,Leading Edge Aviation,19.4,100.69
168,15,26,14-099617,2014-04-23,Leading Edge Aviation,22,116.16
169,11,26,14-099617,2014-04-23,Leading Edge Aviation,20.7,109.3
170,14,26,14-099617,2014-04-23,Leading Edge Aviation,24.2,127.78
171,13,26,14-099617,2014-04-23,Leading Edge Aviation,25.4,134.11
172,10,26,14-099673,2014-04-23,Leading Edge Aviation,20.2,106.66
173,14,26,14-099673,2014-04-23,Leading Edge Aviation,16.8,88.7
174,3,26,14-099569,2014-04-22,Leading Edge Aviation,31,160.89
175,7,26,14-099569,2014-04-22,Leading Edge Aviation,23.5,121.96
176,11,26,14-099569,2014-04-22,Leading Edge Aviation,25.6,132.86
177,3,26,14-099569,2014-04-22,Leading Edge Aviation,31,160.89
178,7,26,14-099569,2014-04-22,Leading Edge Aviation,23.5,121.96
179,11,26,14-099569,2014-04-22,Leading Edge Aviation,25.6,132.86
180,11,26,14-099506,2014-04-21,Leading Edge Aviation,17.1,88.75
181,7,26,14-099506,2014-04-21,Leading Edge Aviation,18.2,94.46
182,8,26,14-099506,2014-04-21,Leading Edge Aviation,27.4,142.21
183,13,26,14-099506,2014-04-21,Leading Edge Aviation,26.4,137.02
184,3,26,14-099506,2014-04-21,Leading Edge Aviation,23.3,120.93
185,9,26,14-099506,2014-04-21,Leading Edge Aviation,23.8,123.52
186,11,26,14-099506,2014-04-21,Leading Edge Aviation,31,160.89
187,7,26,14099506,2014-04-21,Leading Edge Aviation,10,51.9
188,14,26,14-099506,2014-04-21,Leading Edge Aviation,23.3,120.93
189,15,26,14-099506,2014-04-21,Leading Edge Aviation,23.3,120.93
190,13,26,14-099506,2014-04-21,Leading Edge Aviation,21.1,109.51
191,7,26,14-099506,2014-04-21,Leading Edge Aviation,5.9,30.62
192,9,26,14-099506,2014-04-21,Leading Edge Aviation,22.4,116.26
193,7,26,14-099506,2014-04-21,Leading Edge Aviation,9.6,49.82
194,3,45,SLC-086801,2014-04-20,TAC AIR-Salt Lake City,20,123.18
195,11,45,SLC-086757,2014-04-19,TAC AIR-Salt Lake City,8.1,49.89
196,10,26,14-099438,2014-04-19,Leading Edge Aviation,17.1,88.75
197,3,26,14-099438,2014-04-19,Leading Edge Aviation,18.3,94.98
198,9,26,14-099438,2014-04-19,Leading Edge Aviation,25.1,130.27
199,10,26,14-099438,2014-04-19,Leading Edge Aviation,6.2,32.18
200,8,26,14-099438,2014-04-19,Leading Edge Aviation,17.2,89.27
201,3,26,14-099438,2014-04-19,Leading Edge Aviation,16.3,84.6
202,11,26,14-099438,2014-04-19,Leading Edge Aviation,22.7,117.81
203,12,26,14-099438,2014-04-19,Leading Edge Aviation,28.3,146.88
204,7,26,14-099438,2014-04-19,Leading Edge Aviation,6,31.14
205,13,26,14-099438,2014-04-19,Leading Edge Aviation,10,51.9
206,8,26,14-099438,2014-04-19,Leading Edge Aviation,15.5,80.44
207,10,26,14-099438,2014-04-19,Leading Edge Aviation,16.3,84.6
208,3,26,14-099438,2014-04-19,Leading Edge Aviation,23.3,120.93
209,7,26,14-099438,2014-04-19,Leading Edge Aviation,20,103.8
210,3,26,14-099363,2014-04-18,Leading Edge Aviation,21.9,113.66
211,11,26,14-099363,2014-04-18,Leading Edge Aviation,15.4,79.93
212,3,26,14-099363,2014-04-18,Leading Edge Aviation,21,108.99
213,10,26,14-099363,2014-04-18,Leading Edge Aviation,16.1,83.56
214,8,26,14-099363,2014-04-18,Leading Edge Aviation,8.4,43.6
215,12,26,14-099363,2014-04-18,Leading Edge Aviation,22.1,114.7
216,9,26,14-099303,2014-04-17,Leading Edge Aviation,22.4,116.26
217,10,26,14-099303,2014-04-17,Leading Edge Aviation,14.2,73.7
218,3,26,14-099303,2014-04-17,Leading Edge Aviation,19.6,101.72
219,9,26,14-099303,2014-04-17,Leading Edge Aviation,26.5,137.54
220,2,26,14-099303,2014-04-17,Leading Edge Aviation,29,121.22
221,11,26,14-099303,2014-04-17,Leading Edge Aviation,14.8,76.81
222,12,26,14-099303,2014-04-17,Leading Edge Aviation,20.8,107.95
223,3,26,14-099303,2014-04-17,Leading Edge Aviation,16.8,87.19
224,9,26,14-099303,2014-04-17,Leading Edge Aviation,21.1,109.51
225,8,26,14-099303,2014-04-17,Leading Edge Aviation,23.1,119.89
226,11,26,3230,2013-01-04,Utah Jet Center,18.6,86.12
227,7,26,14-099232,2014-04-16,Leading Edge Aviation,19.3,100.17
228,8,26,14-099232,2014-04-16,Leading Edge Aviation,15.2,78.89
229,9,26,14-099232,2014-04-16,Leading Edge Aviation,23.8,123.52
230,10,26,14-099232,2014-04-16,Leading Edge Aviation,18.6,96.53
231,2,26,14-099232,2014-04-16,Leading Edge Aviation,31,129.58
232,3,26,14-099232,2014-04-16,Leading Edge Aviation,23.9,124.04
233,7,26,14-099232,2014-04-16,Leading Edge Aviation,17.9,92.9
234,7,26,14-099232,2014-04-16,Leading Edge Aviation,17.9,92.9
235,7,26,403281,2014-04-12,SPHERE ONE AVIATION,29.3,166.72
236,7,26,403271,2014-04-11,SPHERE ONE AVIATION,23.7,130.11
237,2,7,402912,2014-04-07,SPHERE ONE AVIATION,18,107.82
238,1,26,14-098412,2014-04-02,Leading Edge Aviation,34.4,178.54
239,15,26,14-098412,2014-04-02,Leading Edge Aviation,18.3,94.98
240,6,26,14-098412,2014-04-02,Leading Edge Aviation,20,103.8
241,13,26,14-098412,2014-04-02,Leading Edge Aviation,15.7,81.48
242,10,26,14-098412,2014-04-02,Leading Edge Aviation,19.7,102.24
243,10,26,14-098250,2014-03-31,Leading Edge Aviation,26.9,139.61
244,11,26,14-098250,2014-03-31,Leading Edge Aviation,16,83.04
245,13,26,14-098250,2014-03-31,Leading Edge Aviation,13.3,69.03
246,9,26,14-098250,2014-03-31,Leading Edge Aviation,17,88.23
247,1,26,14-098250,2014-03-31,Leading Edge Aviation,21.3,110.55
248,15,26,14-098250,2014-03-31,Leading Edge Aviation,24.7,128.19
249,8,26,14-098250,2014-03-31,Leading Edge Aviation,9.8,50.86
250,11,26,14-098250,2014-03-31,Leading Edge Aviation,16,83.04
251,6,26,14-098250,2014-03-31,Leading Edge Aviation,28.3,146.88
252,15,26,14-098250,2014-03-31,Leading Edge Aviation,15.4,79.93
253,10,26,14-098198,2014-03-29,Leading Edge Aviation,13,67.47
254,15,26,14-098198,2014-03-29,Leading Edge Aviation,15.7,81.48
255,8,26,14-098198,2014-03-29,Leading Edge Aviation,22.5,116.78
256,13,26,14-098198,2014-03-29,Leading Edge Aviation,14.5,75.26
257,15,26,14-098198,2014-03-29,Leading Edge Aviation,11.3,58.65
258,13,26,14-098198,2014-03-29,Leading Edge Aviation,28.2,146.36
259,13,47,2178,2014-03-28,Above View Jet Center,24.2,144.96
260,15,26,14-098130,2014-03-28,Leading Edge Aviation,24.1,125.08
261,9,26,14-098130,2014-03-28,Leading Edge Aviation,8.2,42.56
262,13,26,14-098130,2014-03-28,Leading Edge Aviation,19.3,100.17
263,12,26,14-098130,2014-03-28,Leading Edge Aviation,20,103.8
264,2,26,14-098130,2014-03-28,Leading Edge Aviation,28,119.84
265,1,26,14-098130,2014-03-28,Leading Edge Aviation,15.6,80.96
266,11,26,14-098130,2014-03-28,Leading Edge Aviation,24.3,126.12
267,9,26,14-098130,2014-03-28,Leading Edge Aviation,15.5,80.44
268,10,26,14-098130,2014-03-28,Leading Edge Aviation,13,67.47
269,11,26,14-098079,2014-03-26,Leading Edge Aviation,24.3,126.12
270,6,26,3230,2013-01-04,Utah Jet Center,15.3,70.84
271,1,26,14-097971,2014-03-25,Leading Edge Aviation,20,103.8
272,11,26,14-097971,2014-03-25,Leading Edge Aviation,18.7,97.05
273,7,26,14-097971,2014-03-25,Leading Edge Aviation,28.6,148.43
274,11,26,14-097971,2014-03-25,Leading Edge Aviation,13.2,68.51
275,1,26,14-097971,2014-03-25,Leading Edge Aviation,17.2,89.27
276,15,26,14-097971,2014-03-25,Leading Edge Aviation,28.6,148.43
277,6,26,14-097971,2014-03-25,Leading Edge Aviation,19.5,101.2
278,8,26,14-097971,2014-03-25,Leading Edge Aviation,15.1,78.37
279,13,26,14-097971,2014-03-25,Leading Edge Aviation,10,51.9
280,12,26,14-097971,2014-03-25,Leading Edge Aviation,22.6,117.29
281,9,26,14-097971,2014-03-25,Leading Edge Aviation,23.1,119.89
282,13,26,3230,2013-01-04,Utah Jet Center,14,64.82
283,13,26,14-097971,2014-03-25,Leading Edge Aviation,17.6,91.34
284,11,26,14-097971,2014-03-25,Leading Edge Aviation,10.2,52.94
285,11,26,14-097907,2014-03-24,Leading Edge Aviation,26,134.94
286,6,26,14-097907,2014-03-24,Leading Edge Aviation,19.6,101.72
287,1,26,14-097907,2014-03-24,Leading Edge Aviation,24.2,125.6
288,13,26,14-097907,2014-03-24,Leading Edge Aviation,27.5,142.72
289,7,26,14-097907,2014-03-24,Leading Edge Aviation,23.7,123
290,10,26,14-097907,2014-03-24,Leading Edge Aviation,23.9,124.04
291,15,26,14-097869,2014-03-23,Leading Edge Aviation,25.4,131.83
292,11,47,11333,2014-03-22,Above View Jet Center,22.5,134.78
293,1,26,3230,2013-01-05,Utah Jet Center,27.4,126.86
294,15,26,3230,2013-01-08,Utah Jet Center,32.3,149.55
295,2,26,14-097797,2014-03-22,Leading Edge Aviation,30,128.4
296,11,26,14-097797,2014-03-22,Leading Edge Aviation,9.9,51.38
297,8,26,14-097797,2014-03-22,Leading Edge Aviation,7.1,36.85
298,13,26,14-097797,2014-03-22,Leading Edge Aviation,13.2,68.51
299,1,26,14-097797,2014-03-22,Leading Edge Aviation,25.1,130.27
300,6,26,14-097797,2014-03-22,Leading Edge Aviation,27.4,142.21
301,7,26,14-097797,2014-03-22,Leading Edge Aviation,6.8,35.29
302,15,26,14-097797,2014-03-22,Leading Edge Aviation,10.8,56.05
303,6,26,14-097797,2014-03-22,Leading Edge Aviation,8.7,45.15
304,11,26,14-097797,2014-03-22,Leading Edge Aviation,20.5,106.4
305,8,26,14-097797,2014-03-22,Leading Edge Aviation,11.5,59.68
306,10,26,14-097797,2014-03-22,Leading Edge Aviation,15.5,80.44
307,15,26,14-097797,2014-03-22,Leading Edge Aviation,21,108.99
308,7,7,401171,2014-03-22,SPHERE ONE AVIATION,20.4,109.96
309,11,26,3230,2013-01-08,Utah Jet Center,29.7,137.51
310,8,26,14-097729,2014-03-21,Leading Edge Aviation,21.8,113.14
311,12,26,14-097729,2014-03-21,Leading Edge Aviation,22.2,115.22
312,9,26,14-097729,2014-03-21,Leading Edge Aviation,18.1,93.94
313,12,26,14-097729,2014-03-21,Leading Edge Aviation,7.6,39.44
314,6,26,14-097729,2014-03-21,Leading Edge Aviation,19.9,103.28
315,11,26,14-097729,2014-03-21,Leading Edge Aviation,10.1,52.42
316,13,26,14-097729,2014-03-21,Leading Edge Aviation,26.8,139.09
317,8,26,14-097729,2014-03-21,Leading Edge Aviation,19.6,101.72
318,15,26,14-097674,2014-03-20,Leading Edge Aviation,24.3,126.12
319,10,26,14-097674,2014-03-20,Leading Edge Aviation,22.2,115.22
320,12,26,14-097674,2014-03-20,Leading Edge Aviation,15.6,80.96
321,8,26,14-097674,2014-03-20,Leading Edge Aviation,23.9,124.04
322,1,26,14-097674,2014-03-20,Leading Edge Aviation,25.9,134.42
323,10,26,14-097674,2014-03-20,Leading Edge Aviation,25.4,131.83
324,7,26,14-097674,2014-03-20,Leading Edge Aviation,15.7,81.48
325,13,26,14-097674,2014-03-20,Leading Edge Aviation,27.4,142.21
326,11,26,14-097674,2014-03-20,Leading Edge Aviation,20.3,105.36
327,15,26,14-097674,2014-03-20,Leading Edge Aviation,17.7,91.86
328,9,26,14-097674,2014-03-20,Leading Edge Aviation,13.5,70.06
329,13,26,14-097674,2014-03-20,Leading Edge Aviation,8.4,43.6
330,13,30,105206,2014-03-19,Redtail Aviation,18.9,113.16
331,11,26,14-097609,2014-03-19,Leading Edge Aviation,18.8,96.44
332,6,26,14-097609,2014-03-19,Leading Edge Aviation,21.7,111.32
333,7,26,14-097609,2014-03-19,Leading Edge Aviation,25.4,130.3
334,10,26,14-097609,2014-03-19,Leading Edge Aviation,13.6,69.77
335,15,26,14-097609,2014-03-19,Leading Edge Aviation,20.3,104.14
336,1,26,14-097609,2014-03-19,Leading Edge Aviation,27.5,142.72
337,11,26,14-097609,2014-03-19,Leading Edge Aviation,22,114.18
338,10,26,14-097609,2014-03-19,Leading Edge Aviation,18.7,97.05
339,2,26,14-097609,2014-03-19,Leading Edge Aviation,25,107
340,10,26,14-097609,2014-03-19,Leading Edge Aviation,15.7,80.54
341,1,26,14-097552,2014-03-18,Leading Edge Aviation,23.5,120.56
342,7,26,14-097552,2014-03-18,Leading Edge Aviation,25.4,130.3
343,15,26,14-097552,2014-03-18,Leading Edge Aviation,32.1,164.67
344,10,26,14-097552,2014-03-18,Leading Edge Aviation,24.5,125.68
345,7,26,14-097552,2014-03-18,Leading Edge Aviation,13.6,69.77
346,11,26,14-097552,2014-03-18,Leading Edge Aviation,19.9,102.09
347,15,26,14-097552,2014-03-18,Leading Edge Aviation,24.8,127.22
348,1,26,14-097552,2014-03-18,Leading Edge Aviation,27.4,140.56
349,11,26,14-097552,2014-03-18,Leading Edge Aviation,12.5,64.12
350,10,26,14-097552,2014-03-18,Leading Edge Aviation,20.9,107.22
351,11,26,14-097489,2014-03-16,Leading Edge Aviation,11.5,59
352,7,26,14-097489,2014-03-16,Leading Edge Aviation,11.1,56.94
353,15,26,14-097439,2014-03-15,Leading Edge Aviation,27.7,142.1
354,6,26,14-097439,2014-03-15,Leading Edge Aviation,17.9,91.83
355,11,26,14-097439,2014-03-15,Leading Edge Aviation,18.7,95.93
356,9,26,14-097439,2014-03-15,Leading Edge Aviation,8.1,41.55
357,13,26,14-097439,2014-03-15,Leading Edge Aviation,11.5,59
358,1,26,3230,2013-01-08,Utah Jet Center,32.1,148.62
359,11,41,PCU-006215,2013-01-09,Tac Air Provo,33.6,204.96
360,6,30,100000,2014-03-14,Arrow West Aviation,15.6,96.72
361,6,26,14-097403,2014-03-14,LeadingEdge Aviation,19.1,97.98
362,12,26,14-097403,2014-03-14,Leading Edge Aviation,19.7,101.06
363,9,26,14-097403,2014-03-14,Leading Edge Aviation,19.3,99.01
364,7,26,14-097403,2014-03-14,Leading Edge Aviation,17.9,91.83
365,11,26,14-097403,2014-03-14,Leading Edge Aviation,15.6,80.03
366,1,26,14-097403,2014-03-14,Leading Edge Aviation,21,107.73
367,8,26,14-097403,2014-03-14,Leading Edge Aviation,13,66.69
368,15,26,14-097403,2014-03-14,Leading Edge Aviation,12.2,62.59
369,10,26,14-097403,2014-03-14,Leading Edge Aviation,16.7,85.67
370,6,30,100000,2014-03-14,Redtail Aviation,15.6,105.73
371,2,26,14-097001,2014-03-13,Leading Edge Aviation,25,112.5
372,1,26,14-097318,2014-03-13,Leading Edge Aviation,21.3,109.27
373,8,26,14-097318,2014-03-13,Leading Edge Aviation,17.7,90.8
374,12,26,14-097318,2014-03-13,Leading Edge Aviation,22.2,113.89
375,2,26,14-097318,2014-03-13,Leading Edge Aviation,25,112.5
376,7,26,14-097318,2014-03-13,Leading Edge Aviation,20.9,107.22
377,12,26,14-097318,2014-03-13,Leading Edge Aviation,8.6,44.12
378,1,26,14-097318,2014-03-13,Leading Edge Aviation,25.8,132.35
379,8,26,14-097318,2014-03-13,Leading Edge Aviation,17.6,90.29
