711,4,26,14-094901,2014-01-22,Leading Edge Aviation,33,142.23
712,12,26,14-094901,2014-01-22,Leading Edge Aviation,26.6,129.81
713,16,26,14-094901,2014-01-22,Leading Edge Aviation,8,39.04
714,6,26,14-094901,2014-01-22,Leading Edge Aviation,17,82.96
715,12,26,14-094901,2014-01-22,Leading Edge Aviation,9.9,48.31
716,10,26,14-094901,2014-01-22,Leading Edge Aviation,28.5,136.8
717,3,26,3230,2013-01-15,Utah Jet Center,28.1,133.48
718,9,5,00100014,2014-01-22,Airmotive Service,18.9,107.56
719,9,5,00100018,2014-01-22,Airmotive Service,23,130.87
720,4,26,3230,2013-01-15,Utah Jet Center,29,119.19
721,8,26,14-094854,2014-01-21,Leading Edge Aviation,20.5,100.04
722,3,26,14-094854,2014-01-21,Leading Edge Aviation,20.1,98.09
723,14,26,14-094854,2014-01-21,Leading Edge Aviation,16.8,81.98
724,13,26,14-094854,2014-01-21,Leading Edge Aviation,16.3,79.54
725,6,26,14-094854,2014-01-21,Leading Edge Aviation,10.2,49.78
726,3,26,14-094854,2014-01-21,Leading Edge Aviation,12.6,61.49
727,8,26,14-094854,2014-01-21,Leading Edge Aviation,13.9,67.83
728,15,26,14-094854,2014-01-21,Leading Edge Aviation,22.1,107.85
729,6,26,14-094854,2014-01-21,Leading Edge Aviation,13.6,66.37
730,10,26,14-094787,2014-01-20,Leading Edge Aviation,23.8,116.14
731,7,26,14-094787,2014-01-20,Leading Edge Aviation,17.3,84.42
732,6,26,14-094787,2014-01-20,Leading Edge Aviation,16.2,79.06
733,8,26,14-094787,2014-01-20,Leading Edge Aviation,16.4,80.03
734,14,26,14-094787,2014-01-20,Leading Edge Aviation,9.7,47.34
735,1,26,14-094787,2014-01-20,Leading Edge Aviation,17.7,86.38
736,13,26,14-094787,2014-01-20,Leading Edge Aviation,19.1,93.21
737,15,26,14-094787,2014-01-20,Leading Edge Aviation,16.2,79.06
738,8,26,14-094787,2014-01-20,Leading Edge Aviation,19.2,93.7
739,12,26,14-094787,2014-01-20,Leading Edge Aviation,13.5,65.88
740,13,26,3230,2013-01-15,Utah Jet Center,24.3,112.51
741,7,26,14-094746,2014-01-19,Leading Edge Aviation,22.4,109.31
742,7,47,9938,2014-01-18,Above View Jet Center,23.4,140.17
743,9,26,14-094700,2014-01-18,Leading Edge Aviation,20.8,101.5
744,13,26,14-094700,2014-01-18,Leading Edge Aviation,13.5,65.88
745,10,26,14-094700,2014-01-18,Leading Edge Aviation,9.6,46.85
746,7,26,14-094700,2014-01-18,Leading Edge Aviation,18.2,88.82
747,3,26,14-094700,2014-01-18,Leading Edge Aviation,16.5,80.52
748,10,47,9937,2014-01-18,Above View Jet Center,22.3,133.58
749,11,26,3230,2013-01-15,Utah Jet Center,29.6,137.05
750,6,45,SLC-074968,2014-01-17,TAC Air,14,81.47
751,1,26,14-094647,2014-01-17,Leading Edge Aviation,22.6,110.29
752,8,26,14-094647,2014-01-17,Leading Edge Aviation,28.3,138.1
753,13,26,14-094647,2014-01-17,Leading Edge Aviation,16.1,78.57
754,4,26,14-094647,2014-01-17,Leading Edge Aviation,29,124.99
755,9,26,14-094647,2014-01-17,Leading Edge Aviation,24.3,118.58
756,10,26,14-094647,2014-01-17,Leading Edge Aviation,18.9,92.23
757,8,26,14-094647,2014-01-17,Leading Edge Aviation,12.4,60.51
758,7,26,14-094588,2014-01-16,Leading Edge Aviation,22.6,110.29
759,3,26,14-094588,2014-01-16,Leading Edge Aviation,21.7,105.9
760,6,26,14-094588,2014-01-16,Leading Edge Aviation,22.5,109.8
761,1,26,14-094588,2014-01-16,Leading Edge Aviation,17.8,86.86
762,9,26,14-094588,2014-01-16,Leading Edge Aviation,15.1,73.69
763,8,26,3230,2013-01-16,Utah Jet Center,28.3,131.03
764,7,26,14-094521,2014-01-15,Leading Edge Aviation,22,107.36
765,14,26,14-094521,2014-01-15,Leading Edge Aviation,24.3,118.58
766,6,26,14-094521,2014-01-15,Leading Edge Aviation,17.8,86.86
767,4,26,14-094521,2014-01-15,Leading Edge Aviation,23,99.13
768,1,26,14-094521,2014-01-15,Leading Edge Aviation,22.4,109.31
769,13,26,14-094521,2014-01-15,Leading Edge Aviation,13.4,65.39
770,7,26,14-094521,2014-01-15,Leading Edge Aviation,19.3,94.18
771,15,26,14-094521,2014-01-15,Leading Edge Aviation,17.6,85.89
772,10,26,14-094521,2014-01-15,Leading Edge Aviation,9.9,48.31
773,14,26,14-094521,2014-01-15,Leading Edge Aviation,25.6,124.93
774,9,26,14-094521,2014-01-15,Leading Edge Aviation,20.4,99.55
775,1,26,14-094465,2014-01-14,Leading Edge Aviation,18.5,90.28
776,10,26,14-094465,2014-01-14,Leading Edge Aviation,20.3,99.06
777,6,26,14-094465,2014-01-14,Leading Edge Aviation,17.2,83.94
778,7,26,14-094465,2014-01-14,Leading Edge Aviation,33.1,161.53
779,15,26,14-094465,2014-01-14,Leading Edge Aviation,24,117.12
780,10,26,14-094465,2014-01-14,Leading Edge Aviation,21.1,102.97
781,1,26,14-094465,2014-01-14,Leading Edge Aviation,23,112.24
782,6,26,14-094465,2014-01-14,Leading Edge Aviation,18.5,90.28
783,3,26,14-094465,2014-01-14,Leading Edge Aviation,33.7,164.46
784,11,26,14-094465,2014-01-14,Leading Edge Aviation,25.3,123.46
785,14,26,14-094465,2014-01-14,Leading Edge Aviation,22,107.36
786,10,26,14-094465,2014-01-14,Leading Edge Aviation,17.2,83.94
787,7,26,14-094465,2014-01-14,Leading Edge Aviation,25.3,123.46
788,14,26,14-094426,2014-01-13,Leading Edge Aviation,31.8,155.18
789,10,26,14-094426,2014-01-13,Leading Edge Aviation,22.8,111.26
790,3,26,14-094426,2014-01-13,Leading Edge Aviation,18.3,89.3
791,14,26,14-094426,2014-01-13,Leading Edge Aviation,14.8,72.22
792,6,26,14-094426,2014-01-13,Leading Edge Aviation,23.4,114.19
793,10,50,1752,2014-01-11,Wendover Airfield,16.8,99.96
794,1,26,14-094228,2014-01-07,Leading Edge Aviation,19.5,95.16
795,14,26,14-094228,2014-01-07,Leading Edge Aviation,14.5,70.76
796,1,26,14-094228,2014-01-07,Leading Edge Aviation,18.2,88.82
797,10,26,14-094228,2014-01-07,Leading Edge Aviation,29.1,142.01
798,15,26,14-094228,2014-01-07,Leading Edge Aviation,24.7,120.54
799,3,26,14-094228,2014-01-07,Leading Edge Aviation,22.8,111.26
800,14,26,14-094165,2014-01-06,Leading Edge Aviation,24.2,118.1
801,1,26,14-094165,2014-01-06,Leading Edge Aviation,21.3,103.94
802,14,26,14-094165,2014-01-06,Leading Edge Aviation,17.3,84.42
803,4,26,14-094165,2014-01-06,Leading Edge Aviation,23,99.13
804,11,26,14-094165,2014-01-06,Leading Edge Aviation,29.1,142.01
805,11,26,3230,2013-01-16,Utah Jet Center,15,69.45
806,4,40,100261,2014-01-05,Redtail Aviation Inc,24,132.48
807,1,26,14-094148,2014-01-05,Leading Edge Aviation,21.8,106.38
808,4,26,3230,2013-01-17,Utah Jet Center,38,156.18
809,11,26,14-094165,2014-01-05,Leading Edge Aviation,6.6,32.21
810,3,26,14-094094,2014-01-04,Leading Edge Aviation,20.7,101.02
811,7,26,14-094094,2014-01-04,Leading Edge Aviation,30.7,149.82
812,16,26,14-094094,2014-01-04,Leading Edge Aviation,13.6,66.37
813,4,26,14-094094,2014-01-04,Leading Edge Aviation,8,34.48
814,3,26,3230,2013-01-17,Utah Jet Center,16.5,76.4
815,6,26,094048,2014-01-03,Leading Edge Aviation,18.3,89.3
816,8,26,3230,2013-01-17,Utah Jet Center,25.6,118.53
817,11,26,094032,2014-01-02,Leading Edge Aviation,21.6,105.14
818,6,26,094032,2014-01-02,Leading Edge Aviation,27.9,136.15
819,11,26,094032,2014-01-02,Leading Edge Aviation,15.9,77.59
820,2,26,094032,2014-01-02,Leading Edge Aviation,14,60.34
821,4,26,094032,2014-01-02,Leading Edge Aviation,9,38.79
822,1,26,3230,2013-01-17,Utah Jet Center,15.7,72.69
823,15,26,3230,2013-01-17,Utah Jet Center,20.9,96.77
824,11,26,3230,2013-01-18,Utah Jet Center,21,99.75
825,7,26,3230,2013-01-18,Utah Jet Center,25.8,122.55
826,8,26,3230,2013-01-18,Utah Jet Center,15.2,72.2
827,9,26,3230,2013-01-18,Utah Jet Center,21.4,101.65
828,6,26,3230,2013-01-18,Utah Jet Center,17.6,81.49
829,15,26,093891,2013-12-31,Leading Edge Aviation,33.9,165.43
830,4,26,093891,2013-12-31,Leading Edge Aviation,20,86.2
831,11,26,093891,2013-12-31,Leading Edge Aviation,20.3,99.06
832,7,26,093891,2013-12-31,Leading Edge Aviation,21.2,103.46
833,13,26,3230,2013-01-19,Utah Jet Center,34.5,159.74
834,7,26,093845,2013-12-30,Leading Edge Aviation,15.3,74.66
835,11,26,093845,2013-12-30,Leading Edge Aviation,24.8,121.02
836,11,26,093845,2013-12-30,Leading Edge Aviation,15.1,73.69
837,15,26,093825,2013-12-29,Leading Edge Aviation,21.2,118.1
838,7,26,093788,2013-12-28,Leading Edge Aviation,17.4,84.91
839,7,26,093753,2013-12-27,Leading Edge Aviation,26.5,129.32
840,1,26,093753,2013-12-27,Leading Edge Aviation,29.1,142.01
841,4,26,093753,2013-12-27,Leading Edge Aviation,32,137.92
842,11,26,093788,2013-12-27,Leading Edge Aviation,13.1,63.93
843,11,26,093693,2013-12-26,Leading Edge Aviation,20,97.6
844,7,26,093693,2013-12-26,Leading Edge Aviation,8.2,40.02
845,10,26,093693,2013-12-26,Leading Edge Aviation,21.8,106.38
846,1,26,093693,2013-12-26,Leading Edge Aviation,21.7,105.9
847,10,47,1851,2013-12-26,Above View Jet Center,19.7,118
848,7,26,093671,2013-12-24,Leading Edge Aviation,18.5,90.28
849,11,26,093671,2013-12-24,Leading Edge Aviation,20.4,99.55
850,10,50,1668,2013-12-24,Wendover Airport,20.9,124.36
851,1,26,093659,2013-12-23,Leading Edge Aviation,24.8,121.02
852,1,26,13-093622,2013-12-21,Leading Edge Aviation,16.4,80.03
853,11,26,13-093606,2013-12-20,Leading Edge Aviation,26.3,128.34
854,15,26,13-093606,2013-12-20,Leading Edge Aviation,19.7,96.14
855,11,26,13-093606,2013-12-20,Leading Edge Aviation,18.6,90.77
856,11,26,13-093606,2013-12-20,Leading Edge Aviation,26.3,128.34
857,15,26,13-093606,2013-12-20,Leading Edge Aviation,19.7,96.14
858,11,26,13-093606,2013-12-20,Leading Edge Aviation,18.6,90.77
859,6,26,13-093570,2013-12-19,Leading Edge Aviation,13.3,64.9
860,15,26,13-093522,2013-12-18,Leading Edge Aviation,21.6,107.57
861,10,26,13-093522,2013-12-18,Leading Edge Aviation,21.1,105.08
862,1,26,13-093522,2013-12-18,Leading Edge Aviation,17.3,86.15
863,9,26,13-093522,2013-12-18,Leading Edge Aviation,22.6,112.55
864,2,26,13-093522,2013-12-18,Leading Edge Aviation,36,155.16
865,15,26,13-093522,2013-12-18,Leading Edge Aviation,26.5,131.97
866,12,26,13-093522,2013-12-18,Leading Edge Aviation,24.6,122.51
867,10,26,13-093522,2013-12-18,Leading Edge Aviation,25,124.5
868,6,26,13-093522,2013-12-18,Leading Edge Aviation,22.4,111.55
869,7,26,13-093522,2013-12-18,Leading Edge Aviation,20.4,101.59
870,15,26,13-093522,2013-12-18,Leading Edge Aviation,21.6,107.57
871,10,26,13-093522,2013-12-18,Leading Edge Aviation,21.1,105.08
872,1,26,13-093522,2013-12-18,Leading Edge Aviation,17.3,86.15
873,9,26,13-093522,2013-12-18,Leading Edge Aviation,22.6,112.55
874,2,26,13-093522,2013-12-18,Leading Edge Aviation,36,155.16
875,15,26,13-093522,2013-12-18,Leading Edge Aviation,26.5,131.97
876,12,26,13-093522,2013-12-18,Leading Edge Aviatoin,24.6,122.51
877,10,26,13-093522,2013-12-18,Leading Edge Aviation,25,124.5
878,6,26,13-093522,2013-12-18,Leading Edge Aviation,22.4,111.55
879,7,26,13-093522,2013-12-18,Leading Edge Aviation,20.4,101.59
880,15,26,13-093489,2013-12-17,Leading Edge Aviation,14.7,73.21
881,15,26,13-093417,2013-12-16,Leading Edge Aviation,12.4,61.75
882,13,26,13-093417,2013-12-16,Leading Edge Aviation,24.1,120.02
883,11,26,13-093417,2013-12-16,Leading Edge Aviation,17.5,87.15
884,15,26,13-093417,2013-12-16,Leading Edge Aviation,14.3,71.21
885,12,26,13-093417,2013-12-16,Leading Edge Aviation,24.6,122.51
886,1,26,13-093417,2013-12-16,Leading Edge Aviation,23.5,117.03
887,7,26,13-093417,2013-12-16,Leading Edge Aviation,17.8,88.64
888,6,26,13-093417,2013-12-16,Leading Edge Aviation,15.7,78.19
889,16,26,13-093417,2013-12-16,Leading Edge Aviation,5,24.9
890,9,26,13-093417,2013-12-16,Leading Edge Aviation,28,139.44
891,15,26,13-093417,2013-12-16,Leading Edge Aviation,14.5,72.21
892,11,26,13-093417,2013-12-16,Leading Edge Aviation,15.5,77.19
893,10,26,13-093417,2013-12-16,Leading Edge Aviation,21.2,105.58
894,11,26,13-093389,2013-12-15,Leading Edge Aviation,16.8,83.66
895,13,26,13-093302,2013-12-13,Leading Edge Aviation,23.5,117.03
896,9,26,13-093214,2013-12-12,Leading Edge Aviation,21,104.58
897,10,26,13-093214,2013-12-12,Leading Edge Aviation,8.3,41.33
898,8,26,13-093214,2013-12-12,Leading Edge Aviation,23.3,116.03
899,6,26,13-093214,2013-12-12,Leading Edge Aviation,26.2,130.48
900,7,26,13-093214,2013-12-12,Leading Edge Aviation,21.7,108.07
901,7,26,13-093214,2013-12-12,Leading Edge Aviation,21.7,108.07
902,13,26,13-093214,2013-12-12,Leading Edge Aviation,16.6,82.67
903,1,26,13-093214,2013-12-12,Leading Edge Aviation,17.5,87.15
904,11,26,13-093214,2013-12-12,Leading Edge Aviation,27.4,136.45
905,10,26,13-093214,2013-12-12,Leading Edge Aviation,21.2,105.58
906,9,26,13-093214,2013-12-12,Leading Edge Aviation,17.2,85.66
907,7,26,13-093214,2013-12-12,Leading Edge Aviation,17.6,87.65
908,6,26,13-093214,2013-12-12,Leading Edge Aviation,19.5,97.11
909,10,26,13-093214,2013-12-12,Leading Edge Aviation,12,59.76
910,2,26,13-093214,2013-12-12,Leading Edge Aviation,28,120.68
911,11,26,13-093214,2013-12-12,Leading Edge Aviation,23.3,116.03
912,13,26,13-093214,2013-12-12,Leading Edge Aviation,29.4,146.41
913,1,26,13-093214,2013-12-12,Leading Edge Aviation,22.3,111.05
914,6,26,3230,2013-01-21,Utah Jet Center,8.5,39.36
915,13,26,13-093128,2013-12-11,Leading Edge Aviation,9.6,47.81
916,11,26,13-093128,2013-12-11,Leading Edge Aviation,10.7,53.29
917,9,26,13-093128,2013-12-11,Leading Edge Aviation,25.9,128.98
918,10,26,13-093128,2013-12-11,Leading Edge Aviation,23.8,118.52
919,8,26,13-093128,2013-12-11,Leading Edge Aviation,20.5,102.09
920,6,26,13-093128,2013-12-11,Leading Edge Aviation,25,124.5
921,15,26,13-093128,2013-12-11,Leading Edge Aviation,23.4,116.53
922,10,26,13-093128,2013-12-11,Leading Edge Aviation,8.3,41.33
923,11,26,13-093128,2013-12-11,Leading Edge Aviation,22.2,110.56
924,13,26,13-093128,2013-12-11,Leading Edge Aviation,18.5,92.13
925,15,26,13-093128,2013-12-11,Leading Edge Aviation,22.5,112.05
926,1,26,13-093066,2013-12-10,Leading Edge Aviation,26.6,132.47
927,9,26,13-093066,2013-12-10,Leading Edge Aviation,21.3,106.07
928,12,26,13-093066,2013-12-10,Leading Edge Aviation,21.9,109.06
929,6,26,13-093066,2013-12-10,Leading Edge Aviation,27.9,138.94
930,1,26,13-093066,2013-12-10,Leading Edge Aviation,17.4,86.65
931,13,26,13-093066,2013-12-10,Leading Edge Aviation,26.7,132.97
932,12,26,13-093066,2013-12-10,Leading Edge Aviation,12.1,60.26
933,15,26,13-093066,2013-12-10,Leading Edge Aviation,31.4,156.37
934,9,26,13-093066,2013-12-10,Leading Edge Aviation,16.8,83.66
935,11,26,13-093066,2013-12-10,Leading Edge Aviation,23.7,118.03
936,13,26,13-093066,2013-12-10,Leading Edge Aviation,17.1,85.16
937,12,26,13-093066,2013-12-10,Leading Edge Aviation,18.2,90.64
938,6,26,13-093066,2013-12-10,Leading Edge Aviation,18.2,90.64
939,6,29,173028,2013-12-09,City of Milford,9.6,61.97
940,6,47,1808,2013-12-09,Above View Jet Center,22.6,135.37
941,13,26,13-093024,2013-12-09,Leading Edge Aviation,19.9,99.1
942,9,26,13-093024,2013-12-09,Leading Edge Aviation,21.8,108.56
943,12,26,13-093024,2013-12-09,Leading Edge Aviation,22.6,112.55
944,10,26,13-093024,2013-12-09,Leading Edge Aviation,22.5,112.05
945,1,26,13-093024,2013-12-09,Leading Edge Aviation,23.5,117.03
946,6,26,13-093024,2013-12-09,Leading Edge Aviation,8.9,44.32
947,14,26,13-093024,2013-12-09,Leading Edge Aviation,13.8,68.72
948,11,26,13-093024,2013-12-09,Leading Edge Aviation,14.1,70.22
949,15,26,13-093024,2013-12-09,Leading Edge Aviation,19.2,95.62
950,8,26,13-093024,2013-12-09,Leading Edge Aviation,18,89.64
951,13,26,13-093024,2013-12-09,Leading Edge Aviation,25.9,128.98
952,14,26,13-093024,2013-12-09,Leading Edge Aviation,19.2,95.62
953,13,45,070200,2013-12-09,Keystone Aviation DBA TAC Air,25.1,146.06
954,11,26,3230,2013-01-21,Utah Jet Center,18.7,86.58
955,2,47,1803,2013-12-08,Above View Jet Center,23,133.17
956,9,26,13-092997,2013-12-08,Leading Edge Aviation,18.7,93.13
957,13,26,3230,2013-01-21,Utah Jet Center,19.6,90.75
958,11,26,3230,2013-01-23,Utah Jet Center,28.9,133.81
959,12,26,13-092909,2013-12-06,Leading Edge Aviation,22.3,111.05
960,13,26,13-092909,2013-12-06,Leading Edge Aviation,30.3,150.89
961,9,26,13-092909,2013-12-06,Leading Edge Aviation,23.3,116.03
962,15,26,13-092873,2013-12-05,Leading Edge Aviation,21.3,106.07
963,12,26,13-092873,2013-12-05,Leading Edge Aviation,21.7,108.07
964,4,26,13-092873,2013-12-05,Leading Edge Aviation,27,116.37
965,6,26,13-092873,2013-12-05,Leading Edge Aviation,14.3,71.21
966,8,26,13-092873,2013-12-05,Leading Edge Aviation,27,134.46
967,9,26,13-092873,2013-12-05,Leading Edge Aviation,24.8,123.5
968,10,26,13-092873,2013-12-05,Leading Edge Aviation,21.6,107.57
969,1,26,13-092873,2013-12-05,Leading Edge Aviation,22.7,113.05
970,2,26,13-092873,2013-12-05,Leading Edge Aviation,37,159.47
971,13,26,13-092873,2013-12-05,Leading Edge Aviation,28.7,142.93
972,6,8,0,2013-12-04,Delta Municipal Airport,10,54.5
973,12,26,13-092842,2013-12-04,Leading Edge Aviation,28.7,144.94
974,6,26,13-092842,2013-12-04,Leading Edge Aviation,27.4,138.37
975,9,26,13-092842,2013-12-04,Leading Edge Aviation,20.2,102.01
976,13,26,13-092842,2013-12-04,Leading Edge Aviation,15.1,76.26
977,11,26,13-092842,2013-12-04,Leading Edge Aviation,20.5,103.52
978,6,26,13-092842,2013-12-04,Leading Edge Aviation,24.5,123.72
979,12,26,13-092842,2013-12-04,Leading Edge Aviation,21.3,107.56
980,14,26,13-092842,2013-12-04,Leading Edge Aviation,19,95.95
981,9,26,13-092842,2013-12-04,Leading Edge Aviation,8.4,42.42
982,10,26,13-092842,2013-12-04,Leading Edge Aviation,16.2,81.81
983,13,26,13-092842,2013-12-04,Leading Edge Aviation,25.2,127.26
984,8,26,13092812,2013-12-03,Leading Edge Aviation,18.9,95.44
985,13,26,13092812,2013-12-03,Leading Edge Aviation,15.9,80.3
986,9,26,13092812,2013-12-03,Leading Edge Aviation,19.9,100.5
987,8,26,13092812,2013-12-03,Leading Edge Aviation,16.2,81.81
988,13,26,13092812,2013-12-03,Leading Edge Aviation,18.9,95.44
989,15,26,13092812,2013-12-03,Leading Edge Aviation,20.9,105.54
990,1,26,13092812,2013-12-03,Leading Edge Aviation,11.8,59.59
991,7,26,13-092786,2013-12-02,Leading Edge Aviation,6,30.3
992,1,26,13-092786,2013-12-02,Leading Edge Aviation,16.2,81.81
993,3,26,13-092786,2013-12-02,Leading Edge Aviation,21.1,106.56
994,13,26,13-092763,2013-12-01,Leading Edge Aviation,23,116.15
995,13,50,1547,2013-11-30,Wendover Airport,10.7,63.67
996,13,26,13-092699,2013-11-30,Leading Edge Aviation,24,121.2
997,3,26,13-092699,2013-11-30,Leading Edge Aviation,18.8,94.94
998,9,26,13-092699,2013-11-30,Leading Edge Aviation,22,111.1
999,13,26,13-092699,2013-11-30,Leading Edge Aviation,3.8,19.19
1000,9,26,13-092699,2013-11-30,Leading Edge Aviation,17.7,89.38
1001,13,26,13-092699,2013-11-30,Leading Edge Aviation,24,121.2
1002,3,26,13-092699,2013-11-30,Leading Edge Aviation,18.8,94.94
1003,9,26,13-092699,2013-11-30,Leading Edge Aviation,22,111.1
1004,13,26,13-092699,2013-11-30,Leading Edge Aviation,3.8,19.19
1005,5,26,3230,2013-01-28,Utah Jet Center,26.5,122.7
1006,8,26,3230,2013-01-30,Utah Jet Center,15.9,73.62
1007,12,26,3230,2013-01-31,Utah Jet Center,21,97.23
1008,6,26,3230,2013-01-31,Utah Jet Center,22.2,105.45
1009,7,7,392171,2013-11-29,Sphere One Aviation,17.6,91.34
1010,11,26,3230,2013-01-31,Utah Jet Center,19.7,93.58
1011,8,26,3230,2013-01-31,Utah Jet Center,22.2,105.45
1012,4,26,13-092654,2013-11-29,Leading Edge Aviation,26,112.06
1013,12,26,3230,2013-01-31,Utah Jet Center,15.6,74.1
1014,9,26,3230,2013-01-31,Utah Jet Center,20.2,95.95
1015,5,26,3230,2013-01-31,Utah Jet Center,14.3,67.93
1016,14,26,3230,2013-01-31,Utah Jet Center,24.9,118.28
1017,12,26,13-092552,2013-11-27,Leading Edge Aviation,24.7,124.74
1018,13,26,13-092552,2013-11-27,Leading Edge Aviation,6.9,34.84
1019,1,26,13-092552,2013-11-27,Leading Edge Aviation,8.3,41.92
1020,6,26,13-092552,2013-11-27,Leading Edge Aviation,21.6,109.08
1021,11,26,13-092552,2013-11-27,Leading Edge Aviation,21.1,106.56
1022,15,26,13-092552,2013-11-27,Leading Edge Aviation,20.6,104.03
1023,10,26,13-092552,2013-11-27,Leading Edge Aviation,23.1,116.66
1024,6,26,13-092552,2013-11-27,Leading Edge Aviation,14.3,72.22
1025,12,26,13-092552,2013-11-27,Leading Edge Aviation,11.9,60.1
1026,3,26,13-092552,2013-11-27,Leading Edge Aviation,24.4,123.22
1027,15,26,13-092552,2013-11-27,Leading Edge Aviation,12.3,62.12
1028,1,26,13-092552,2013-11-27,Leading Edge Aviation,18,90.9
1029,3,26,13-092552,2013-11-27,Leading Edge Aviation,20.2,102.01
1030,4,26,13-092654,2013-11-27,Leading Edge Aviation,26,112.06
1031,9,26,13-092699,2013-11-27,Leading Edge Aviation,17.7,89.38
1032,12,26,13-092552,2013-11-27,Leading Edge Aviation,24.7,124.74
1033,13,26,13-092552,2013-11-27,Leading Edge Aviation,6.9,34.84
1034,6,26,13-092552,2013-11-27,Leading Edge Aviation,21.6,109.08
1035,11,26,13-092552,2013-11-27,Leading Edge Aviation,21.1,106.56
1036,15,26,13-092552,2013-11-27,Leading Edge Aviation,20.6,104.03
1037,10,26,13-092552,2013-11-27,Leading Edge Aviation,23.1,116.66
1038,6,26,13-092552,2013-11-27,Leading Edge Aviation,14.3,72.22
1039,12,26,13-092552,2013-11-27,Leading Edge Aviation,11.9,60.1
1040,3,26,13-092552,2013-11-27,Leading Edge Aviation,24.4,123.22
1041,15,26,13-092552,2013-11-27,Leading Edge Aviation,12.3,62.12
1042,1,26,13-092552,2013-11-27,Leading Edge Aviation,18,90.9
1043,3,26,13-092552,2013-11-27,Leading Edge Aviation,20.2,102.01
1044,9,26,13-092504,2013-11-26,Leading Edge Aviation,15.6,78.78
1045,11,26,13-092504,2013-11-26,Leading Edge Aviation,28,141.4
1046,7,26,13-092504,2013-11-26,Leading Edge Aviation,7.5,37.88
1047,15,26,13-092504,2013-11-26,Leading Edge Aviation,17.9,90.4
1048,10,26,13-092504,2013-11-26,Leading Edge Aviation,20,101
1049,11,26,13-092504,2013-11-26,Leading Edge Aviation,17.1,86.36
1050,16,26,13-092504,2013-11-26,Leading Edge Aviation,15,75.75
1051,6,26,13-092504,2013-11-26,Leading Edge Aviation,23.5,118.68
1052,12,26,13-092504,2013-11-26,Leading Edge Aviation,8.9,44.94
1053,9,26,13-092504,2013-11-26,Leading Edge Aviation,27.2,137.36
1054,11,26,13-092504,2013-11-26,Leading Edge Aviation,9.6,48.48
1055,13,26,13-092504,2013-11-26,Leading Edge Aviation,20.2,102.01
1056,3,26,3230,2013-01-31,Utah Jet Center,15.8,75.05
1057,7,26,13-092433,2013-11-25,Leading Edge Aviation,14.3,72.22
1058,7,26,13-092433,2013-11-25,Leading Edge Aviation,25.4,128.27
1059,12,26,13-092433,2013-11-25,Leading Edge Aviation,22.8,115.14
1060,9,26,13-092433,2013-11-25,Leading Edge Aviation,9.3,46.96
1061,15,26,13-092433,2013-11-25,Leading Edge Aviation,23.4,118.17
1062,10,26,13-092433,2013-11-25,Leading Edge Aviation,21.7,109.58
1063,11,26,13-092433,2013-11-25,Leading Edge Aviation,20.1,101.5
1064,7,26,13-092433,2013-11-25,Leading Edge Aviation,10.5,53.02
1065,12,26,13-092433,2013-11-25,Leading Edge Aviation,6,30.3
1066,10,26,13-092433,2013-11-25,Leading Edge Avaition,6.9,34.84
1067,15,26,3230,2013-01-31,Utah Jet Center,21.6,100.01
1068,12,26,13-092345,2013-11-24,Leading Edge Aviation,20.3,102.52
1069,11,26,13-092345,2013-11-24,Leading Edge Aviation,22.8,115.14
1070,13,26,13-092345,2013-11-24,Leading Edge Aviation,24.4,123.22
1071,7,26,13-092345,2013-11-24,Leading Edge Aviation,24.4,123.22
1072,5,26,3230,2013-01-31,Utah Jet Center,24.1,111.58
1073,7,26,3230,2013-01-31,Utah Jet Center,22.8,105.56
1074,1,26,3230,2013-01-31,Utah Jet Center,17.8,82.41
1075,6,26,3230,2013-01-31,Utah Jet Center,25.1,116.21
1076,11,26,3230,2013-01-31,Utah Jet Center,20.5,94.92
1077,1,26,3230,2013-01-31,Utah Jet Center,22.3,103.25
1078,3,26,3289,2013-02-01,Utah Jet Center,23.5,113.98
1079,7,26,3289,2013-02-01,Utah Jet Center,15.1,73.24
1080,6,26,13-092345,2013-11-23,Leading Edge Aviation,17.4,87.87
1081,14,26,13-092345,2013-11-23,Leading Edge Aviation,28.7,144.94
1082,9,26,13-092345,2013-11-23,Leading Edge Aviation,17.2,86.86
1083,7,26,13-092345,2013-11-23,Leading Edge Aviation,18.6,93.93
1084,15,26,13-092345,2013-11-23,Leading Edge Aviation,17.8,89.89
1085,1,26,13-092345,2013-11-23,Leading Edge Aviation,18,90.9
1086,11,26,13-092345,2013-11-23,Leading Edge Aviation,14.6,73.73
1087,12,26,13-092345,2013-11-23,Leading Edge Aviation,24.2,122.21
1088,9,26,13-092345,2013-11-23,Leading Edge Aviation,17.7,89.38
1089,13,26,13-092345,2013-11-23,Leading Edge Aviation,7,35.35
1090,12,26,13-092345,2013-11-23,Leading Edge Aviation,26.4,133.32
1091,4,26,2378,2013-11-22,Utah Jet Center,22,91.74
1092,9,26,3289,2013-02-01,Utah Jet Center,22.5,109.13
1093,6,26,13-092282,2013-11-22,Leading Edge Aviation,6.8,34.34
1094,7,26,13-092282,2013-11-22,Leading Edge Aviation,24.5,123.72
1095,14,26,13-092282,2013-11-22,Leading Edge Aviation,13.9,70.2
1096,15,26,13-092282,2013-11-22,Leading Edge Aviation,22.5,70.2
